Timestamp,SoC,SoH,Battery_Voltage,Battery_Current,Battery_Temperature,Charge_Cycles,Motor_Temperature,Vibration_Amplitude,Motor_Torque,Motor_RPM,Power_Consumption,Brake_Pad_Wear,Brake_Pressure,Reg_Brake_Efficiency,Tire_Pressure,Tire_Temperature,Suspension_Load,Ambient_Temperature,Ambient_Humidity,Load_Weight,Driving_Speed,Distance_Traveled,Idle_Time,Route_Roughness,RUL,Failure_Probability,Maintenance_Type,TTF,Component_Health_Score
2020-01-01 01:00:00,0.9475400034950175,0.9132055886721796,390.01190363238607,-14.275808270025657,28.86433808324385,163.77437688271047,42.07597802811798,0.4339266169176548,173.29804407125886,1585.9708914212365,23.66375467037964,0.2496486942240839,48.76158311268798,0.4717329272945084,33.083867488784115,26.806490821753503,165.17136031900918,18.95328804811693,42.783035747398415,613.1530294889379,41.37468385165429,2.8721237245668285,0.7719376505633874,0.7702567293829552,257.3026308547516,1,0,176.89065948322326,0.7442596071428419
2020-01-01 03:15:00,0.9957293191428414,0.994320270746694,378.87059246296405,-19.674955717452583,25.7331153861691,108.13190306500064,55.02431585758384,0.3444739792355084,341.402841438486,1661.325103382824,75.00912187073524,0.2752777764743024,48.675953873746,0.8379520215371804,31.20045606956236,28.6137006012569,183.09410978769023,10.811287295293935,46.74873698752343,1556.0552055952182,40.93394704835953,6.44248944919295,0.8494360153016228,0.8752145101106739,251.52344328917144,0,0,138.27332675047796,0.9463537479750612
2020-01-01 05:00:00,0.865320926093299,0.9404838177850952,379.2624184658543,-45.989903363071775,46.49897216870986,115.51842734710708,91.17668618865444,1.6784100115633058,369.7218054758612,1659.6925065279854,22.68861312806882,0.8248673742654765,41.315363271123886,0.9106016275447272,32.30078533802127,30.31316990335859,142.55444952127073,17.295912220345144,35.79169838280771,790.252322708916,57.19195065382756,2.052065404860905,6.730577186267116,0.7814452628818407,221.5127139400256,1,0,115.89595134958098,0.7315488094293718
2020-01-01 06:30:00,0.9568600348867596,0.428339002548932,354.28571372929724,-43.21771112280266,27.03068989616324,108.36267193770168,59.55263267890475,0.4055464795655683,126.32996059644604,4014.154334785,77.83250949428466,0.2555619259646552,46.32744773421366,0.8695484527546211,22.33595410629933,33.61699929774325,107.67203328781513,-9.342146891321432,49.16326014010255,925.456432085476,42.082612594349534,8.363786966968313,0.4244935892090101,0.7668582280742482,262.3013551059637,0,0,7.830806791244212,0.2417337540068926
2020-01-01 07:00:00,0.9035990208252824,0.9153230999288234,387.9297715512101,-21.04444048786836,31.16159963686704,115.70877530140324,58.64437719525482,0.4262344400191162,108.86721564487382,1976.815743254288,27.19856262435801,0.1313923075911169,32.6278756406184,0.5733974272896103,34.38816678256289,32.37128246476593,184.49063780264504,18.257724990128864,35.49845123203784,536.1750816350219,52.22827719771921,8.078280503531017,8.896506312164647,0.2989603803335928,230.2932613734589,0,2,140.24335981426566,0.1183976922218611
2020-01-01 07:30:00,0.8419062768885129,0.9849477851756232,355.0585206947404,-43.83685216271803,33.02112562134347,185.209840838089,99.65375958511976,0.4572903521078821,196.5270246455865,1814.0665532949083,68.25052687383582,0.1693482790953512,47.37836500471993,0.8689703807307722,20.008221191630987,29.60987818632197,120.29913940266876,22.760073499832146,34.710894662338546,683.331168382324,51.62958824114184,4.026972816112,0.2164284918073639,0.7326085276830077,284.9816044325391,0,0,27.76006000723766,0.8695834709216202
2020-01-01 08:00:00,0.8409271114447283,0.474608038441429,399.5770195481141,-48.876918936605215,33.54430915074221,184.72898169325592,58.21875413983692,0.3145241321026705,176.65938156770784,1556.5835369341737,29.926542869919643,0.1007954108212338,81.82097716115032,0.8639385598143601,33.87196729402584,50.14932035281163,187.84884622287512,16.917124552659406,39.70744450929463,1667.1779285727312,48.88185365774236,9.659609966459424,0.4364248423355034,0.7113346463432453,205.161931534428,0,0,150.58282046326246,0.8547890855593141
2020-01-01 08:30:00,0.1623428576958085,0.9575531265055962,374.5044504492938,-20.50728024863865,30.25256657138604,100.6414218239362,46.07906410153712,0.4248452758221475,144.2833559436079,1773.743962945778,21.501390031308794,0.1928090895594119,34.10945958866464,0.8176044814861018,31.72173993574302,33.84399576907387,431.4624722723888,21.147678797668373,38.48371746822734,836.4028436365514,42.702640868429306,3.664191019283792,0.4982782342285573,0.2985650319674323,257.9158797407842,0,0,187.2865457758719,0.957709252371834
2020-01-01 09:00:00,0.9318902360756616,0.9854191591415056,392.37432771091096,-37.84159910756917,31.62894798712965,536.4524843710124,90.81956713747972,0.2567337519549821,180.1630613776405,1984.3819153065533,20.05349457094231,0.1596597199313384,39.95244175704809,0.4555568579648234,33.422936627565925,28.90324173343833,150.8112662516399,24.790232536708693,42.40909294129904,830.1073624546013,45.01808993651919,5.549827416161259,8.024720091216595,0.9515821467250444,207.4601179505412,0,0,197.57090886833228,0.9980963364512264
2020-01-01 10:00:00,0.9683041563979532,0.9633724512903376,357.03478708622094,-30.653066306325755,33.587007642838,153.87021913741566,44.5395982233168,0.3028749948047024,130.1401585163548,1657.1960115892043,20.765825240072395,0.1719950904423535,45.58467375584574,0.5785270178490778,31.48683995952192,50.50063859266638,183.95676334106147,10.38888665516738,47.51144242228369,1836.433442522071,57.69687449951867,7.39396604900714,0.7131363028915816,0.2997517166042076,238.83071852724348,0,2,112.68657058058464,0.8315429777351698
